Timestamp,Vibration_X,Vibration_Y,Vibration_Z,Magnitude,Aux1,Aux2,Aux3,Raw_Data1,Raw_Data2,Raw_Data3,Raw_Extra1,Raw_Extra2,Raw_Extra3
2025-11-05 14:38:17.917,2.0,3.0,4.0,5.385164807134504,46,0,48,2,3,4,46,0,48
2025-11-05 14:38:18.039,3.0,0.0,6.0,6.708203932499369,8,0,8,3,0,6,8,0,8
2025-11-05 14:38:18.129,5.0,2.0,3.0,6.164414002968976,7,0,9,5,2,3,7,0,9
2025-11-05 14:38:18.246,4.0,4.0,1.0,5.744562646538029,10,0,3,4,4,1,10,0,3
2025-11-05 14:38:18.306,2.0,0.0,1.0,2.23606797749979,2,0,5,2,0,1,2,0,5
2025-11-05 14:38:18.426,0.0,1.0,1.0,1.4142135623730951,2,0,4,0,1,1,2,0,4
2025-11-05 14:38:18.516,3.0,1.0,1.0,3.3166247903554,33,0,8,3,1,1,33,0,8
2025-11-05 14:38:18.639,1.0,4.0,7.0,8.12403840463596,33,0,127,1,4,7,33,0,127
2025-11-05 14:38:18.726,1.0,1.0,2.0,2.449489742783178,26,0,30,1,1,2,26,0,30
2025-11-05 14:38:18.846,18.0,55.0,18.0,60.60528029800704,74,0,43,18,55,18,74,0,43
